a1,f1,megno1,final_e1,final_theta1,a2,f2,megno2,final_e2,final_theta2,stable1,stable2
0.9943673469387754,0.758683940152637,10.0,13.25712790374938,96.96815638830356,0.9943673469387754,0.758683940152637,10.0,8.951489337233566,101.34559173645646,0,0
0.9943673469387754,0.7800553187484861,10.0,3.187357258295732,103.99383763703383,0.9943673469387754,0.7800553187484861,10.0,5.130434212401309,150.73803061794302,0,0
0.9943673469387754,0.8014266973443349,10.0,1.1450018011860403,233.76827020144532,0.9943673469387754,0.8014266973443349,10.0,0.8528005491574995,65.3588360658823,0,0
0.9943673469387754,0.8227980759401838,10.0,2.26981969864258,103.9816111875755,0.9943673469387754,0.8227980759401838,10.0,0.9312045401563601,160.15059174037927,0,0
0.9943673469387754,0.8441694545360328,10.0,1.2492864517677276,29.179580726719887,0.9943673469387754,0.8441694545360328,10.0,1.01777299346644,3.486517609094318,0,0
0.9943673469387754,0.8655408331318819,10.0,14.596286368491935,142.1373457874859,0.9943673469387754,0.8655408331318819,10.0,1.3482988127261295,144.27030926260477,0,0
0.9943673469387754,0.8869122117277307,10.0,0.9239491326777569,117.2439666199654,0.9943673469387754,0.8869122117277307,10.0,1.043365454853954,123.51164059699242,0,0
0.9943673469387754,0.9082835903235795,10.0,0.9212429275682606,159.58292499852448,0.9943673469387754,0.9082835903235795,10.0,2.3496892528141617,294.9049075233037,0,0
0.9943673469387754,0.9296549689194287,10.0,64.44192762427555,108.76397149740332,0.9943673469387754,0.9296549689194287,10.0,0.9717210687554648,71.74125861865545,0,0
0.9943673469387754,0.9510263475152778,10.0,1.3721878874279236,25.585359681608416,0.9943673469387754,0.9510263475152778,10.0,2.305037341229069,43.86557209464274,0,0
0.9943673469387754,0.9723977261111264,10.0,1.90843250534243,49.51620298912275,0.9943673469387754,0.9723977261111264,10.0,1.091354881366736,192.00161457808915,0,0
0.9943673469387754,0.9937691047069753,10.0,2.317691155969088,270.4739541541721,0.9943673469387754,0.9937691047069753,10.0,1.5381601933458235,101.33170741387266,0,0
0.9943673469387754,1.0151404833028244,10.0,5.7436628420071685,13.87059670460738,0.9943673469387754,1.0151404833028244,10.0,1.133184215251389,94.09184260643619,0,0
