a1,f1,megno1,final_e1,final_theta1
9.922448979591836915e-01,1.164740133473766814e+00,1.000000000000000000e+01,9.389545937031634759e-01,9.763796718736638525e+01
9.922448979591836915e-01,1.186111512069615959e+00,1.000000000000000000e+01,1.070695134475528221e+00,6.216401952850512913e+01
9.922448979591836915e-01,1.207482890665464659e+00,1.000000000000000000e+01,6.818894143184540901e+00,6.841786580037006615e+01
9.922448979591836915e-01,1.228854269261313803e+00,1.000000000000000000e+01,1.667360599654353681e+00,1.830092435250265908e+02
9.922448979591836915e-01,1.250225647857162503e+00,1.000000000000000000e+01,2.583042509494650290e+02,2.641032157438269223e+02
9.922448979591836915e-01,1.271597026453011647e+00,1.000000000000000000e+01,9.483761544613168448e-01,2.943606370453663317e+02
9.922448979591836915e-01,1.292968405048860348e+00,1.000000000000000000e+01,2.529077983757324066e+00,1.600696383124130762e+02
9.922448979591836915e-01,1.314339783644709492e+00,1.000000000000000000e+01,1.993515548108267978e+02,1.871894218321822905e+02
9.922448979591836915e-01,1.335711162240558414e+00,1.000000000000000000e+01,1.315635363498478094e+00,2.330119443987485397e+02
9.922448979591836915e-01,1.357082540836407336e+00,1.000000000000000000e+01,4.506784471052818652e+00,2.541647059475505799e+01
9.922448979591836915e-01,1.378453919432256258e+00,1.000000000000000000e+01,1.311619485176738875e+00,1.028678399247012294e+02
9.922448979591836915e-01,1.399825298028105180e+00,1.000000000000000000e+01,2.083159122903076810e+00,1.275394021666687792e+02
9.922448979591836915e-01,1.421196676623954103e+00,1.000000000000000000e+01,1.947673642924557100e+02,1.494303167174758862e+01
9.922448979591836915e-01,1.442568055219803025e+00,1.000000000000000000e+01,8.495898162795596065e+00,2.970853345389070341e+02
9.922448979591836915e-01,1.463939433815652169e+00,1.136764626132752625e+02,6.475871334817182579e-01,1.814143629225053473e+02
9.922448979591836915e-01,1.485310812411500869e+00,1.000000000000000000e+01,9.909051052318725850e-01,4.393988931827506406e+01
9.922448979591836915e-01,1.506682191007350013e+00,1.000000000000000000e+01,1.836004812489689941e+00,3.309993305947533031e+02
9.922448979591836915e-01,1.528053569603198714e+00,9.675570536594014470e+01,6.472403073699624088e-01,5.922817915236671382e+01
9.922448979591836915e-01,1.549424948199047858e+00,2.629375842361620812e+02,9.950772488420955852e-01,1.040388168978573020e+02
9.922448979591836915e-01,1.570796326794896558e+00,1.118398813988988394e+02,8.543998679281806785e-01,2.174814547042809565e+01
9.943673469387754871e-01,5.235987755982988157e-01,1.000000000000000000e+01,1.026285918108736706e+00,5.214389534304747542e+01
9.943673469387754871e-01,5.449701541941477378e-01,1.000000000000000000e+01,9.167936159733320878e-01,1.300812556119077215e+02
9.943673469387754871e-01,5.663415327899966600e-01,1.000000000000000000e+01,1.269505333375567258e+00,4.122585169165333241e+01
9.943673469387754871e-01,5.877129113858455822e-01,1.000000000000000000e+01,1.140402999175646137e+00,1.754438117319078856e+02
9.943673469387754871e-01,6.090842899816946154e-01,1.000000000000000000e+01,5.341558082530942997e+00,8.024017944215512443e+01
9.943673469387754871e-01,6.304556685775435376e-01,1.000000000000000000e+01,9.128994775175216514e-01,2.631662345296824128e+02
9.943673469387754871e-01,6.518270471733924598e-01,1.000000000000000000e+01,1.017292233102795374e+00,1.810357351653271607e+01
