a1,f1,megno1,final_e1,final_theta1,a2,f2,megno2,final_e2,final_theta2,a3,f3,megno3,final_e3,final_theta3,stable1,stable2,stable3
1.995,1.442568055219803,10.619141327284042,0.015142802849562922,69.62082219767261,1.995,1.442568055219803,7.206184279804224,0.03563099384497024,191.66696480904744,1.995,1.442568055219803,10.0,22.568828167702943,13.17364846267719,0,0,0
1.995,1.463939433815652,7.910479423168355,0.03156360386446323,37.4548713525277,1.995,1.463939433815652,10.0,1.325135176236064,199.70416402543515,1.995,1.463939433815652,3.043913720560785,0.032048360028380525,94.78431260211822,0,0,0
1.995,1.4853108124115009,7.628508998582003,0.03611658419910179,66.0831423796824,1.995,1.4853108124115009,10.0,2.778620371183558,14.407946533226443,1.995,1.4853108124115009,10.0,1.4296609798978508,121.86760353720736,0,0,0
1.995,1.50668219100735,10.0,0.8258306278713774,26.876438415568494,1.995,1.50668219100735,14.001708049913276,0.03262338200583209,94.0803940691575,1.995,1.50668219100735,8.727074064457282,0.083857337915089,86.17833342482457,0,0,0
1.995,1.5280535696031987,3.2398932856074194,0.042411589061112955,84.9673993985479,1.995,1.5280535696031987,11.442230438265268,0.06312050706905965,102.37640886611437,1.995,1.5280535696031987,12.657615316583444,0.5925415704946907,119.86835184742976,0,0,0
1.995,1.5494249481990479,10.0,10.638507220868927,88.47230062041102,1.995,1.5494249481990479,10.0,5.482437688338283,194.4117521274561,1.995,1.5494249481990479,6.3106090440715,0.058317762513123775,42.6562929146895,0,0,0
1.995,1.5707963267948963,10.0,3868.427873151708,39.60133085696812,1.995,1.5707963267948963,10.0,1.2973496280526,205.9684048274717,1.995,1.5707963267948963,10.0,106.7910590922975,2.8088598251022137,0,0,0
1.9992857142857143,0.5235987755982988,10.0,5.228419083432976,186.3964226764736,1.9992857142857143,0.5235987755982988,10.0,5.661975068286257,8.71679488144993,1.9992857142857143,0.5235987755982988,10.0,746.3082354249179,74.84484180023895,0,0,0
1.9992857142857143,0.5449701541941476,10.0,2.393268345306994,83.33750418531814,1.9992857142857143,0.5449701541941476,10.0,20.903930260838273,12.934367454172776,1.9992857142857143,0.5449701541941476,10.0,229.09753155719756,263.60684151531814,0,0,0
1.9992857142857143,0.5663415327899968,10.0,3.0344446163565606,102.58065933110696,1.9992857142857143,0.5663415327899968,10.0,8.341159425786737,14.363692316329995,1.9992857142857143,0.5663415327899968,10.0,0.8026950185219042,216.5502275437332,0,0,0
1.9992857142857143,0.5877129113858456,10.0,3.5519874289910214,133.85032898179514,1.9992857142857143,0.5877129113858456,10.0,1.2650439151007915,207.76783595394087,1.9992857142857143,0.5877129113858456,10.0,2.4383257585308167,276.2884544988128,0,0,0
1.9992857142857143,0.6090842899816946,10.0,5.448489955381076,17.534487075315468,1.9992857142857143,0.6090842899816946,10.0,7.72424091717613,179.11876868860588,1.9992857142857143,0.6090842899816946,10.0,1.0314682034377478,38.27167074841968,0,0,0
1.9992857142857143,0.6304556685775435,10.0,1.004143696602038,26.323246548427623,1.9992857142857143,0.6304556685775435,10.0,0.9297257656222488,142.1990385516432,1.9992857142857143,0.6304556685775435,10.0,1.0096912028986182,76.06823818136714,0,0,0
1.9992857142857143,0.6518270471733925,10.0,6.120734832840378,133.2492549463748,1.9992857142857143,0.6518270471733925,10.0,5.229712622001773,187.0363086300433,1.9992857142857143,0.6518270471733925,10.0,6.4108360259061055,66.45034176089787,0,0,0
